,BuildingType,ComplianceStatus,ENERGYSTARScore,Electricity(kBtu),LargestPropertyUseType,NaturalGas(kBtu),Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SourceEUI(kBtu/sf),SteamUse(kBtu),YearBuilt,TotalEmissionGES
153,NonResidential,Compliant,83.0,1183443.0,Office,344523.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,56456,0,34.3,1527917.0,91.5,0.0,1900,26.55
154,NonResidential,Compliant,,50980399.0,Other - Entertainment/Public Assembly,9013708.0,GREATER DUWAMISH,1.0,6.0,Other,1258280,327680,37.8,59991984.0,106.9,0.0,1999,834.11
155,Nonresidential COS,Compliant,,9337240.0,Distribution Center,637519.0,GREATER DUWAMISH,1.0,2.0,"Distribution Center
",179161,0,55.2,9974370.0,165.9,0.0,1924,98.95
156,Nonresidential COS,Compliant,,4116974.0,Non-Refrigerated Warehouse,0.0,GREATER DUWAMISH,1.0,2.0,Non-Refrigerated Warehouse,50000,0,58.5,4116805.0,183.8,0.0,1965,28.7
157,NonResidential,Compliant,,39396997.0,Other - Entertainment/Public Assembly,18118769.0,GREATER DUWAMISH,1.0,3.0,Other,1172127,0,49.1,57514116.0,121.8,0.0,1999,1236.93
158,NonResidential,Compliant,61.0,6384861.0,Hotel,6731660.0,GREATER DUWAMISH,1.0,9.0,Hotel,153882,14567,90.9,13116256.0,188.0,0.0,2005,402.03
159,NonResidential,Compliant,55.0,1787060.0,Non-Refrigerated Warehouse,0.0,GREATER DUWAMISH,1.0,4.0,Non-Refrigerated Warehouse,79600,0,22.4,1786986.0,70.5,0.0,1916,12.46
160,SPS-District K-12,Compliant,74.0,3348000.0,,4522491.0,LAKE UNION,1.0,4.0,SPS-District K-12,241066,0,32.6,7870351.0,63.3,0.0,1997,263.53
161,Campus,Compliant,,44866796.0,Office,7408855.0,GREATER DUWAMISH,16.0,2.0,Large Office,302494,31874,154.5,52273792.0,439.3,0.0,1980,706.26
162,NonResidential,Compliant,,7356021.0,Parking,2122149.0,NORTH,1.0,6.0,Other,84739,335109,111.8,9477865.0,298.9,0.0,2008,163.99
163,NonResidential,Compliant,,10228437.0,Multifamily Housing,380776.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Mixed Use Property,71606,39179,95.8,10608788.0,293.5,0.0,2002,91.53
164,Multifamily MR (5-9),Compliant,,5441257.0,Multifamily Housing,4248603.0,DOWNTOWN,1.0,7.0,Mid-Rise Multifamily,116947,0,77.1,9689634.0,171.4,0.0,2003,263.57
165,Multifamily LR (1-4),Compliant,85.0,1212601.0,Multifamily Housing,0.0,DELRIDGE,1.0,4.0,Low-Rise Multifamily,52134,0,23.3,1212551.0,73.0,0.0,2007,8.45
166,NonResidential,Compliant,,39667989.0,Hotel,24144689.0,DOWNTOWN,1.0,0.0,Hotel,934292,0,115.7,63811044.0,271.7,0.0,1999,1558.85
167,NonResidential,Compliant,45.0,56016106.0,Hospital (General Medical & Surgical),81621919.0,CENTRAL,1.0,5.0,Hospital,597519,0,228.8,137635696.0,434.8,0.0,1990,4725.43
168,SPS-District K-12,Compliant,89.0,1903299.0,K-12 School,320100.0,DELRIDGE,1.0,1.0,K-12 School,71714,0,31.0,2223321.0,88.0,0.0,1999,30.27
169,NonResidential,Compliant,91.0,406533.0,Non-Refrigerated Warehouse,109700.0,LAKE UNION,1.0,3.0,Non-Refrigerated Warehouse,67236,8161,7.7,516216.0,20.7,0.0,1991,8.66
170,NonResidential,Compliant,30.0,170891586.0,Hospital (General Medical & Surgical),2226424.0,EAST,1.0,8.0,Hospital,1158691,0,219.1,295812640.0,508.5,122701720.0,2000,10780.64
171,NonResidential,Compliant,,7949519.0,Senior Care Community,2671438.0,DOWNTOWN,1.0,5.0,Senior Care Community,90185,12611,103.3,10620628.0,270.1,0.0,1999,197.3
172,SPS-District K-12,Compliant,84.0,4895406.0,K-12 School,2669400.0,SOUTHWEST,1.0,2.0,K-12 School,208981,0,36.2,7564604.0,87.0,0.0,2002,175.9
173,Multifamily MR (5-9),Compliant,37.0,1741632.0,Multifamily Housing,2176478.0,EAST,1.0,6.0,Mid-Rise Multifamily,51976,0,77.8,3918038.0,154.0,0.0,1909,127.73
174,NonResidential,Compliant,84.0,10580.0,K-12 School,1992894.0,NORTHEAST,1.0,2.0,K-12 School,55653,0,36.1,2003474.0,38.3,0.0,1928,105.92
175,NonResidential,Compliant,46.0,3788422.0,Hotel,8299234.0,NORTHEAST,1.0,16.0,Hotel,106860,0,113.1,12087498.0,192.9,0.0,1931,467.18
176,NonResidential,Compliant,63.0,2556409.0,Office,488836.0,NORTH,1.0,5.0,Small- and Mid-Sized Office,50759,0,60.0,3045139.0,168.2,0.0,1972,43.78
177,NonResidential,Compliant,49.0,954132.0,Worship Facility,1395857.0,NORTHEAST,1.0,2.0,Worship Facility,56772,0,41.4,2349950.0,78.6,0.0,1952,80.79
178,NonResidential,Compliant,40.0,2466944.0,Worship Facility,2397565.0,NORTHEAST,1.0,3.0,Worship Facility,103000,0,47.2,4864408.0,99.6,0.0,1952,144.53
179,SPS-District K-12,Compliant,79.0,7672105.0,K-12 School,2609800.0,NORTHEAST,1.0,3.0,K-12 School,269297,0,38.2,10281586.0,99.6,0.0,2006,192.09
180,SPS-District K-12,Compliant,80.0,1575720.0,K-12 School,1079100.0,NORTHEAST,1.0,3.0,K-12 School,75174,0,35.3,2654755.0,80.9,0.0,2001,68.3
181,SPS-District K-12,Compliant,87.0,1807220.0,K-12 School,488700.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,K-12 School,75214,0,30.5,2295845.0,82.3,0.0,2003,38.55
182,SPS-District K-12,Compliant,92.0,2927362.0,K-12 School,845800.0,SOUTHWEST,1.0,3.0,K-12 School,134918,0,28.0,3773040.0,74.7,0.0,2005,65.33
183,SPS-District K-12,Compliant,63.0,2414779.0,K-12 School,0.0,CENTRAL,1.0,2.0,K-12 School,64414,0,37.5,2414679.0,117.7,0.0,1991,16.83
184,SPS-District K-12,Compliant,71.0,1012592.0,K-12 School,3974093.0,NORTHWEST,1.0,3.0,K-12 School,92437,0,53.9,4986643.0,79.5,0.0,1927,218.12
185,NonResidential,Compliant,,6320071.0,Other - Entertainment/Public Assembly,230808.0,DOWNTOWN,1.0,7.0,Other,128766,0,50.9,6550618.0,156.0,0.0,1914,56.32
186,NonResidential,Compliant,71.0,2797632.0,Residence Hall/Dormitory,0.0,DOWNTOWN,1.0,9.0,Residence Hall/Dormitory,107572,0,53.6,5445025.0,117.8,2647510.0,1913,223.86
187,NonResidential,Compliant,,63671143.0,Other,0.0,DOWNTOWN,1.0,15.0,Other,230880,0,313.6,63668488.0,984.8,0.0,1955,443.86
188,Multifamily LR (1-4),Compliant,18.0,1162568.0,Multifamily Housing,750385.0,DELRIDGE,1.0,4.0,Low-Rise Multifamily,56617,0,33.8,1912904.0,78.4,0.0,1917,47.96
189,Multifamily MR (5-9),Compliant,57.0,1543306.0,Multifamily Housing,861402.0,NORTH,1.0,6.0,Mid-Rise Multifamily,56745,0,55.1,2404644.0,131.7,0.0,2009,56.51
190,Multifamily LR (1-4),Compliant,,2715857.0,Multifamily Housing,170723.0,GREATER DUWAMISH,1.0,4.0,Low-Rise Multifamily,67920,0,65.7,2886468.0,198.1,0.0,2003,28.0
191,SPS-District K-12,Compliant,94.0,4796884.0,K-12 School,3175200.0,GREATER DUWAMISH,1.0,3.0,K-12 School,204961,0,38.9,7971886.0,89.8,0.0,2007,202.07
192,NonResidential,Compliant,,1591782.0,Other,1311445.0,MAGNOLIA / QUEEN ANNE,1.0,1.0,Other,76086,0,37.3,2903161.0,81.9,0.0,1973,80.75
193,NonResidential,Compliant,7.0,14760126.0,Medical Office,5057172.0,MAGNOLIA / QUEEN ANNE,1.0,5.0,Medical Office,151000,39000,126.6,19816686.0,330.0,0.0,1927,371.48
194,NonResidential,Compliant,13.0,6504794.0,,17555808.0,DOWNTOWN,1.0,4.0,Hotel,122309,0,196.7,24060332.0,317.7,0.0,1961,977.73
195,Campus,Compliant,,14917481.0,Other,10460791.0,DOWNTOWN,4.0,3.0,Other,215476,0,116.9,25377650.0,266.4,0.0,1995,659.56
196,NonResidential,Compliant,23.0,14677095.0,Hotel,13110800.0,DOWNTOWN,1.0,8.0,Hotel,215473,38800,100.3,27787286.0,216.1,0.0,2003,798.63
197,Nonresidential COS,Compliant,,11425942.0,Other - Entertainment/Public Assembly,4245784.0,DOWNTOWN,1.0,2.0,Other,69400,0,225.8,15671253.0,581.2,0.0,1980,305.15
198,NonResidential,Compliant,,2755434.0,Other,3611488.0,DOWNTOWN,1.0,1.0,Other,62900,0,96.1,6366808.0,187.8,0.0,1900,211.01
199,NonResidential,Compliant,98.0,863565.0,Office,0.0,DOWNTOWN,1.0,4.0,Small- and Mid-Sized Office,40000,0,34.3,1372706.0,83.1,509178.0,1914,45.32
200,NonResidential,Compliant,72.0,3780233.0,Non-Refrigerated Warehouse,0.0,GREATER DUWAMISH,1.0,4.0,Non-Refrigerated Warehouse,203504,0,18.6,3780078.0,58.3,0.0,2008,26.35
201,NonResidential,Compliant,34.0,10273566.0,,0.0,DOWNTOWN,1.0,3.0,Large Office,74003,26731,102.0,10273140.0,320.2,0.0,1968,71.62
202,NonResidential,Compliant,59.0,4224467.0,Office,605658.0,DOWNTOWN,1.0,4.0,Small- and Mid-Sized Office,62108,17570,77.8,4829951.0,223.8,0.0,1981,61.62
203,NonResidential,Compliant,36.0,18917009.0,Office,259786.0,DOWNTOWN,1.0,12.0,Large Office,212210,21790,91.0,19176010.0,283.1,0.0,1978,145.67
204,NonResidential,Compliant,91.0,9899135.0,,0.0,DOWNTOWN,1.0,4.0,Retail Store,111077,0,60.6,9898724.0,190.2,0.0,1989,69.01
205,NonResidential,Compliant,71.0,24883957.0,Office,0.0,DOWNTOWN,1.0,25.0,Large Office,369996,0,65.4,24882924.0,205.4,0.0,1989,173.47
206,NonResidential,Compliant,92.0,38041251.0,Retail Store,2379542.0,DOWNTOWN,1.0,10.0,Retail Store,693450,0,58.3,40433292.0,175.9,14089.0,1925,392.65
207,NonResidential,Compliant,89.0,40453430.0,Office,0.0,DOWNTOWN,1.0,33.0,Large Office,791396,0,59.8,40451748.0,187.7,0.0,1976,282.01
208,NonResidential,Compliant,88.0,28874890.0,Office,3267376.0,DOWNTOWN,1.0,23.0,Large Office,542671,205076,58.2,32141070.0,170.5,0.0,2000,374.82
209,NonResidential,Compliant,92.0,1283369.0,Office,0.0,DOWNTOWN,1.0,10.0,Small- and Mid-Sized Office,55652,7757,61.0,3137206.0,121.7,1853890.0,1926,152.04
210,NonResidential,Compliant,92.0,6630126.0,Office,916385.0,DOWNTOWN,1.0,17.0,Large Office,174790,30000,43.4,7546235.0,125.3,0.0,1930,94.89
211,NonResidential,Compliant,63.0,3655605.0,Office,0.0,DOWNTOWN,1.0,5.0,Small- and Mid-Sized Office,73399,0,59.4,3655453.0,186.5,0.0,1916,25.48
212,NonResidential,Compliant,95.0,6970347.0,Office,0.0,DOWNTOWN,1.0,20.0,Large Office,233517,32334,57.2,12943756.0,128.4,5973700.0,1969,509.69
213,NonResidential,Compliant,96.0,24054476.0,Office,588294.0,DOWNTOWN,1.0,25.0,Large Office,529375,228668,42.3,24641772.0,130.7,0.0,2009,198.93
214,NonResidential,Compliant,88.0,6946155.0,Office,0.0,DOWNTOWN,1.0,12.0,Large Office,206000,0,57.6,9273278.0,152.9,2327413.0,1968,228.07
215,NonResidential,Compliant,97.0,38402528.0,Office,0.0,DOWNTOWN,1.0,36.0,Large Office,669915,154972,51.6,38400928.0,162.2,0.0,2009,267.71
216,NonResidential,Compliant,94.0,17529045.0,Office,125615.0,DOWNTOWN,1.0,16.0,Large Office,339240,141600,52.0,17653930.0,162.6,0.0,1990,128.87
217,NonResidential,Compliant,,30115695.0,Other,31712594.0,DOWNTOWN,1.0,11.0,Other,230638,68432,247.3,61827040.0,511.4,0.0,2004,1894.2
218,NonResidential,Compliant,81.0,3799798.0,Office,0.0,DOWNTOWN,1.0,7.0,Small- and Mid-Sized Office,89550,0,50.3,4112006.0,150.4,312366.0,1900,50.6
219,NonResidential,Compliant,55.0,4654448.0,Office,88380.0,DOWNTOWN,1.0,6.0,Small- and Mid-Sized Office,89355,0,53.1,4742636.0,164.6,0.0,1900,37.14
220,NonResidential,Compliant,84.0,19353098.0,Office,0.0,DOWNTOWN,1.0,15.0,Large Office,388934,0,52.2,20309614.0,159.2,957322.0,1922,208.81
221,NonResidential,Compliant,98.0,9862406.0,Office,0.0,DOWNTOWN,1.0,22.0,Large Office,384302,0,27.8,9861998.0,87.3,0.0,1929,68.75
222,NonResidential,Compliant,68.0,15720944.0,Office,0.0,DOWNTOWN,1.0,17.0,Large Office,293925,84600,101.3,25476332.0,242.9,9756039.0,1958,862.64
223,NonResidential,Compliant,93.0,44914600.0,Office,162130.0,DOWNTOWN,1.0,47.0,Large Office,1323055,0,43.0,45074876.0,134.6,0.0,1983,321.72
224,NonResidential,Compliant,82.0,26209226.0,Office,0.0,DOWNTOWN,1.0,41.0,Large Office,460489,129432,52.9,26208138.0,166.1,0.0,1986,182.71
225,NonResidential,Compliant,,1768662.0,Office,0.0,DOWNTOWN,1.0,6.0,Small- and Mid-Sized Office,89699,1392,26.5,2373031.0,70.0,604443.0,1950,58.99
226,NonResidential,Compliant,89.0,3157710.0,Office,0.0,DOWNTOWN,1.0,8.0,Large Office,94948,62993,37.2,3157579.0,116.9,0.0,1968,22.01
227,NonResidential,Compliant,97.0,18189008.0,Office,0.0,DOWNTOWN,1.0,29.0,Large Office,438072,197231,34.5,18350766.0,107.8,162514.0,1991,139.34
228,NonResidential,Compliant,,39524406.0,Office,1569312.0,DOWNTOWN,1.0,6.0,Large Office,146922,25920,312.1,41092076.0,955.2,0.0,1958,358.88
229,NonResidential,Compliant,77.0,29993960.0,Office,142563.0,DOWNTOWN,1.0,34.0,Large Office,614158,162604,49.7,30135280.0,155.6,0.0,1980,216.66
230,NonResidential,Compliant,95.0,7552103.0,Office,0.0,DOWNTOWN,1.0,14.0,Large Office,162993,23775,53.1,9700372.0,143.9,2148584.0,1972,218.49
231,NonResidential,Compliant,88.0,38999312.0,Office,8150777.0,DOWNTOWN,1.0,49.0,Large Office,754455,368980,55.0,47148456.0,152.9,0.0,1969,704.76
232,NonResidential,Compliant,93.0,41657575.0,Office,0.0,DOWNTOWN,1.0,37.0,Large Office,888049,164420,46.8,41655852.0,146.9,0.0,2002,290.4
233,NonResidential,Compliant,79.0,34859838.0,,0.0,DOWNTOWN,1.0,42.0,Large Office,446184,171500,62.5,37527176.0,187.6,2668771.0,1973,449.01
234,NonResidential,Compliant,88.0,8125295.0,Office,0.0,DOWNTOWN,1.0,8.0,Large Office,201480,0,48.3,9734582.0,136.2,1609624.0,1907,180.89
235,Nonresidential COS,Compliant,82.0,64696526.0,Office,21804.0,DOWNTOWN,1.0,63.0,Large Office,1035787,159600,53.6,64715652.0,168.4,0.0,1990,452.16
236,Nonresidential COS,Compliant,,16796056.0,Office,4985965.0,DOWNTOWN,1.0,14.0,Large Office,310490,0,73.0,21781324.0,194.4,0.0,2001,381.89
237,Nonresidential COS,Compliant,70.0,8654931.0,Office,4518239.0,DOWNTOWN,1.0,8.0,Large Office,168870,30660,73.0,13172813.0,176.8,0.0,2003,300.3
238,NonResidential,Compliant,98.0,12287890.0,Office,2795954.0,DOWNTOWN,1.0,13.0,Large Office,319539,52703,40.5,15083332.0,111.5,0.0,2006,234.15
239,NonResidential,Compliant,98.0,2067509.0,Office,1031215.0,DOWNTOWN,1.0,7.0,Large Office,106099,8296,32.1,3098638.0,78.4,0.0,1909,69.18
240,NonResidential,Compliant,83.0,5649452.0,Retail Store,640348.0,NORTHEAST,1.0,2.0,Retail Store,89200,0,70.5,6289567.0,206.4,0.0,1978,73.39
241,NonResidential,Compliant,63.0,2836552.0,,2977731.0,NORTHEAST,1.0,5.0,Small- and Mid-Sized Office,99005,0,73.1,5814165.0,151.3,0.0,1961,177.92
242,NonResidential,Compliant,92.0,4025754.0,Office,200.0,NORTHEAST,1.0,6.0,Large Office,90803,44248,42.0,4025787.0,131.8,0.0,2002,28.07
243,NonResidential,Compliant,93.0,6299619.0,Office,0.0,NORTHEAST,1.0,5.0,Large Office,137929,82720,43.2,6299357.0,135.7,0.0,2002,43.92
244,NonResidential,Compliant,,836382.0,Self-Storage Facility,0.0,DOWNTOWN,1.0,5.0,"Self-Storage Facility
",93660,0,8.9,836348.0,28.0,0.0,1964,5.83
245,NonResidential,Compliant,82.0,23069718.0,Office,110365.0,DOWNTOWN,1.0,18.0,Large Office,349055,64660,66.6,23179128.0,208.3,0.0,1980,166.68
246,NonResidential,Compliant,85.0,9680526.0,Office,116524.0,DOWNTOWN,1.0,11.0,Large Office,185760,195621,48.5,9796649.0,151.1,0.0,2000,73.67
247,NonResidential,Compliant,73.0,25716834.0,Office,193737.0,DOWNTOWN,1.0,20.0,Large Office,378769,118744,70.5,25909504.0,220.2,0.0,1988,189.56
248,NonResidential,Compliant,76.0,25841435.0,Office,0.0,DOWNTOWN,1.0,24.0,Large Office,427155,116721,59.7,25840362.0,187.5,0.0,1979,180.14
249,NonResidential,Compliant,,6412564.0,Laboratory,591829.0,DOWNTOWN,1.0,4.0,Mixed Use Property,65497,38700,99.1,7004126.0,293.8,0.0,1980,76.13
250,NonResidential,Compliant,66.0,20631023.0,Office,0.0,DOWNTOWN,1.0,6.0,Large Office,272410,124216,72.8,20630168.0,228.7,0.0,1982,143.82
251,NonResidential,Compliant,80.0,12176535.0,,834582.0,DOWNTOWN,1.0,6.0,Large Office,203880,83591,65.3,13010612.0,196.3,0.0,2002,129.21
252,NonResidential,Compliant,,5233983.0,Office,6530.0,DOWNTOWN,1.0,3.0,Large Office,144118,48512,37.1,5240296.0,116.3,0.0,1947,36.83
253,NonResidential,Compliant,17.0,22389051.0,Office,0.0,DOWNTOWN,1.0,8.0,Large Office,191117,61986,117.3,22388122.0,368.3,0.0,1984,156.08
254,NonResidential,Compliant,60.0,8216324.0,Supermarket/Grocery Store,5104640.0,NORTHWEST,1.0,1.0,Supermarket/Grocery Store,60880,0,216.0,13320624.0,505.3,0.0,1956,328.38
255,NonResidential,Compliant,,3033466.0,Office,0.0,DOWNTOWN,1.0,5.0,Small- and Mid-Sized Office,50176,0,72.8,3033340.0,228.7,0.0,1900,21.15
256,NonResidential,Compliant,82.0,10140121.0,Office,8467367.0,DOWNTOWN,1.0,42.0,Large Office,304346,0,66.3,19609472.0,141.9,1002406.0,1912,597.76
257,NonResidential,Compliant,97.0,365596.0,Non-Refrigerated Warehouse,1503994.0,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,128800,0,14.5,1869575.0,21.2,0.0,1977,82.43
258,NonResidential,Compliant,79.0,10220876.0,Office,0.0,DOWNTOWN,1.0,8.0,Large Office,321945,0,56.4,12745839.0,155.4,2525387.0,1927,266.18
259,NonResidential,Compliant,75.0,13565778.0,Office,0.0,DOWNTOWN,1.0,22.0,Large Office,336330,0,75.3,19854012.0,190.2,6288798.0,1964,579.99
260,NonResidential,Compliant,68.0,18193949.0,Office,0.0,DOWNTOWN,1.0,21.0,Large Office,298426,0,102.7,30648154.0,241.6,12454960.0,1960,1088.2
261,NonResidential,Compliant,56.0,56764764.0,Office,0.0,DOWNTOWN,1.0,42.0,Large Office,635824,0,73.7,56762408.0,231.3,0.0,1976,395.71
262,NonResidential,Compliant,22.0,27671094.0,Hotel,4217186.0,DOWNTOWN,1.0,12.0,Hotel,542305,0,119.0,64547116.0,240.8,32659986.0,1923,2937.83
263,NonResidential,Compliant,84.0,10082790.0,,1458983.0,SOUTHEAST,1.0,2.0,Retail Store,291940,0,39.5,11541355.0,113.7,0.0,1980,147.77
264,NonResidential,Compliant,11.0,4324760.0,Non-Refrigerated Warehouse,2146845.0,GREATER DUWAMISH,1.0,1.0,Mixed Use Property,88400,0,71.3,6471427.0,174.4,0.0,1970,144.17
265,NonResidential,Compliant,93.0,74704.0,Non-Refrigerated Warehouse,1038787.0,NORTHWEST,1.0,1.0,Non-Refrigerated Warehouse,52311,0,21.8,1113488.0,25.9,0.0,1960,55.69
266,NonResidential,Compliant,,2904346.0,Parking,0.0,LAKE UNION,1.0,5.0,Other,71421,69710,40.5,2904225.0,127.3,0.0,2009,20.25
267,NonResidential,Compliant,44.0,6743395.0,Office,0.0,LAKE UNION,1.0,5.0,Large Office,106465,70067,65.2,6743116.0,204.6,0.0,2001,47.01
268,NonResidential,Compliant,4.0,2558960.0,Non-Refrigerated Warehouse,856451.0,BALLARD,1.0,1.0,Non-Refrigerated Warehouse,52500,0,61.8,3415305.0,161.7,0.0,1973,63.32
269,NonResidential,Compliant,54.0,1902611.0,Non-Refrigerated Warehouse,2644846.0,BALLARD,1.0,2.0,Non-Refrigerated Warehouse,57300,0,79.4,4547379.0,152.7,0.0,1959,153.73
270,NonResidential,Compliant,89.0,16281897.0,Office,0.0,DOWNTOWN,1.0,6.0,Large Office,350310,0,54.7,18586464.0,157.6,0.0,1916,113.5
271,NonResidential,Compliant,94.0,48086118.0,Office,1617830.0,DOWNTOWN,1.0,55.0,Large Office,1115000,285000,44.7,51625548.0,134.2,1923581.0,1988,569.61
272,NonResidential,Compliant,45.0,6488262.0,Office,37893.0,DOWNTOWN,1.0,6.0,Small- and Mid-Sized Office,72450,25920,66.3,6525887.0,207.5,0.0,1906,47.24
273,NonResidential,Compliant,61.0,14535863.0,Hotel,2829691.0,DOWNTOWN,1.0,21.0,Hotel,305548,0,103.7,32135246.0,214.1,14770295.0,1930,1391.7
274,NonResidential,Compliant,90.0,52747171.0,Office,3069000.0,DOWNTOWN,1.0,46.0,Large Office,1023998,512608,51.2,55813996.0,154.7,0.0,1989,530.7
275,NonResidential,Compliant,86.0,4385708.0,Office,0.0,DOWNTOWN,1.0,10.0,Large Office,135918,0,50.4,6474724.0,126.7,2089199.0,1958,191.83
276,NonResidential,Compliant,34.0,5680936.0,Retail Store,0.0,DOWNTOWN,1.0,4.0,Retail Store,79957,0,86.8,5680701.0,272.7,0.0,1914,39.6
277,NonResidential,Compliant,70.0,6221092.0,Office,986297.0,DOWNTOWN,1.0,4.0,Large Office,127268,0,63.9,7758182.0,174.8,551052.0,1921,138.28
278,NonResidential,Compliant,89.0,19150819.0,Office,0.0,DOWNTOWN,1.0,29.0,Large Office,500000,0,45.0,19150024.0,141.2,0.0,1983,133.5
279,NonResidential,Compliant,65.0,6293695.0,Office,3152.0,DOWNTOWN,1.0,10.0,Large Office,132326,0,58.2,6664740.0,176.6,368153.0,1926,72.46
280,NonResidential,Compliant,40.0,7456638.0,Office,0.0,DOWNTOWN,1.0,6.0,Large Office,96630,13200,84.3,7456330.0,264.6,0.0,1984,51.98
281,NonResidential,Compliant,8.0,20227834.0,Hotel,3309200.0,DOWNTOWN,1.0,19.0,Hotel,272787,59280,106.6,35383012.0,244.6,11846815.0,1973,1231.19
282,NonResidential,Compliant,49.0,7180484.0,Office,3374131.0,DOWNTOWN,1.0,10.0,Large Office,130513,0,84.6,11040500.0,204.4,486182.0,1910,266.78
283,NonResidential,Compliant,35.0,2876976.0,Office,0.0,DOWNTOWN,1.0,8.0,Small- and Mid-Sized Office,60660,0,62.1,2876857.0,194.9,0.0,1920,20.06
284,NonResidential,Compliant,89.0,4211535.0,Office,0.0,DOWNTOWN,1.0,14.0,Large Office,137350,0,52.8,6578370.0,129.1,2367009.0,1929,212.06
285,NonResidential,Compliant,84.0,4208119.0,,0.0,DOWNTOWN,1.0,15.0,Large Office,151039,0,52.2,7226188.0,121.6,3018242.0,1929,262.31
286,NonResidential,Compliant,67.0,41351881.0,Office,17401697.0,DOWNTOWN,1.0,30.0,Large Office,620338,134662,88.4,59124384.0,222.1,372528.0,1985,1241.23
287,NonResidential,Compliant,57.0,3023613.0,Office,975823.0,DOWNTOWN,1.0,4.0,Small- and Mid-Sized Office,63540,0,70.5,3999310.0,185.4,0.0,1906,72.9
288,NonResidential,Compliant,72.0,7525192.0,Office,0.0,DOWNTOWN,1.0,10.0,Large Office,130893,0,61.8,7524880.0,194.1,0.0,1927,52.46
289,NonResidential,Compliant,,2921489.0,Office,0.0,DOWNTOWN,1.0,5.0,Mixed Use Property,79920,0,36.6,2921368.0,114.8,0.0,1910,20.37
290,Campus,Compliant,,13883960.0,Retail Store,0.0,DOWNTOWN,1.0,4.0,Mixed Use Property,137400,0,114.1,13883385.0,358.3,0.0,1908,96.79
291,NonResidential,Compliant,,5801825.0,Parking,2403313.0,DOWNTOWN,1.0,6.0,Other,61423,86429,133.6,8204897.0,337.7,0.0,1996,168.09
292,NonResidential,Compliant,,5695854.0,Parking,2086473.0,DOWNTOWN,1.0,4.0,Other,100375,166960,79.9,7782092.0,206.2,0.0,1996,150.52
293,NonResidential,Compliant,97.0,45187640.0,Office,2561662.0,DOWNTOWN,1.0,56.0,Large Office,1215718,389860,35.9,48342560.0,108.0,595133.0,1989,496.99
294,NonResidential,Compliant,97.0,24781487.0,Office,695016.0,DOWNTOWN,1.0,36.0,Large Office,794592,0,33.6,25475474.0,103.6,0.0,1980,209.67
295,NonResidential,Compliant,74.0,19595766.0,Office,0.0,DOWNTOWN,1.0,21.0,Large Office,363100,93204,57.1,19594950.0,179.4,0.0,1971,136.6
296,NonResidential,Compliant,74.0,5543805.0,Office,0.0,DOWNTOWN,1.0,12.0,Large Office,100717,15140,52.6,5543575.0,165.3,0.0,1986,38.65
297,NonResidential,Compliant,82.0,3925969.0,Office,0.0,DOWNTOWN,1.0,4.0,Small- and Mid-Sized Office,70000,17500,54.7,3925806.0,171.8,0.0,1999,27.37
298,NonResidential,Compliant,77.0,11925428.0,Office,0.0,DOWNTOWN,1.0,11.0,Large Office,189629,184776,61.9,11924933.0,194.2,0.0,1998,83.13
299,NonResidential,Compliant,,14735634.0,Other,0.0,DOWNTOWN,1.0,12.0,Other,155500,38000,100.5,14735023.0,315.4,0.0,1985,102.72
300,NonResidential,Compliant,97.0,1826167.0,Office,0.0,DOWNTOWN,1.0,11.0,Large Office,102846,0,46.2,4685346.0,90.5,2859255.0,1923,233.43
301,NonResidential,Compliant,77.0,1991764.0,Office,730272.0,DOWNTOWN,1.0,4.0,Small- and Mid-Sized Office,52800,0,52.5,2721954.0,135.4,0.0,1925,52.67
302,Campus,Compliant,,20529058.0,Parking,0.0,DOWNTOWN,1.0,10.0,Mixed Use Property,258497,0,89.0,23914744.0,254.9,3386539.0,1913,404.51
303,NonResidential,Compliant,97.0,16473608.0,Retail Store,171741.0,DOWNTOWN,1.0,8.0,Retail Store,861702,0,13.5,16644664.0,42.0,0.0,1929,123.96
304,NonResidential,Compliant,,18062271.0,Other,222.0,EAST,1.0,5.0,Other,109550,97400,94.9,19645206.0,283.2,1583463.0,1999,248.15
305,NonResidential,Compliant,,58718556.0,Convention Center,1637420.0,DOWNTOWN,1.0,6.0,Other,1400000,0,72.0,77164568.0,192.5,16811018.0,1990,1793.9
306,NonResidential,Compliant,,2788601.0,Urgent Care/Clinic/Other Outpatient,0.0,EAST,1.0,9.0,Other,46710,0,91.1,4255322.0,225.2,1466837.0,1988,132.66
307,NonResidential,Compliant,65.0,12085993.0,Medical Office,1584017.0,EAST,1.0,3.0,Medical Office,162000,104000,89.3,14465798.0,250.4,796291.0,1945,229.84
308,NonResidential,Compliant,68.0,18841928.0,Medical Office,0.0,EAST,1.0,14.0,Medical Office,282363,407795,69.7,18841144.0,218.8,0.0,1992,131.35
309,NonResidential,Compliant,100.0,55835740.0,,1606119.0,LAKE UNION,1.0,6.0,Mixed Use Property,200783,177660,295.9,57439532.0,911.9,0.0,2001,474.54
